Pos,Count,AvgPoints,AvgRebounds,AvgAssists,AvgeFGPct,AvgMP
C,129,14.626356589147287,10.972868217054264,2.7689922480620157,0.5616589147286821,683.899224806201
PF,122,15.197540983606558,7.907377049180328,2.8237704918032787,0.5246229508196721,738.4918032786888
PG,131,15.042748091603054,4.548091603053435,6.22824427480916,0.4971526717557252,758.2595419847335
SF,121,14.409917355371899,6.451239669421488,2.7438016528925617,0.48135537190082645,725.5289256198351
SG,181,14.650276243093924,5.09171270718232,3.5751381215469613,0.5062154696132597,728.0773480662991
