MeanPoints,MedianPoints,MaxPoints,MeanRebounds,MedianRebounds,MaxRebounds,MeanAssists,MedianAssists,MaxAssists,MeaneFGPct,MeanFTPercent,MeanMinutes
14.776023391812865,14.4,45,6.839473684210526,6,36,3.6501461988304094,3.2,21,0.5138216374269006,0.6926535087719298,726.9327485380117
